date,n,ic,alpha,top5_mean_ret,universe_mean_ret,momentum_ic
2023-01-11,492,0.04132133309782386,0.05199849605560303,0.060148291289806366,0.008149794302880764,-0.0979883991095646
2023-01-26,492,0.19789043025787584,0.01549434382468462,-0.004806171171367168,-0.02030051499605179,-0.10386975452772171
2023-02-09,492,0.07118868369582884,0.040318381041288376,0.012963433749973774,-0.027354948222637177,-0.025325799582712947
2023-02-24,492,0.033171973069296715,0.14765028655529022,0.13256031274795532,-0.015089974738657475,0.005487081925759501
2023-03-10,492,-0.09815243622830298,-0.00696447491645813,0.055684685707092285,0.06264916062355042,-0.006955556722131298
2023-03-24,492,0.11405778963206818,0.2276439368724823,0.29900923371315,0.07136530429124832,0.13319481533884095
2023-04-10,492,0.11464673125309145,0.43481630086898804,0.5102118253707886,0.07539552450180054,0.07787188640570591
2023-04-24,492,-0.16702454904150635,-0.0733656957745552,0.01655721850693226,0.08992291241884232,0.025849851827527665
2023-05-08,492,-0.31172362607073767,0.24977269768714905,0.3370906710624695,0.08731798082590103,-0.1067259954398084
2023-05-22,492,-0.293249096712678,0.05542999505996704,0.09801997244358063,0.042589977383613586,-0.0070652842542603565
2023-06-06,492,-0.23071568850802096,-0.06728245317935944,-0.02132152020931244,0.045960936695337296,0.14409552522257107
2023-06-21,492,-0.12622918262661514,-0.1245056763291359,-0.11341699212789536,0.011088683269917965,-0.06199011081876185
2023-07-06,492,-0.10704348988768596,-0.17320887744426727,-0.2150196135044098,-0.041810739785432816,0.03637714551835579
2023-07-20,492,-0.043752971787328496,-0.10824397206306458,-0.17430469393730164,-0.06606072187423706,0.026501969906443424
2023-08-03,492,0.16330640793673648,0.030401278287172318,-0.05197824910283089,-0.0823795273900032,0.3003285881129716
2023-08-17,492,-0.07736395574504239,-0.0663943886756897,-0.05628787726163864,0.010106515139341354,0.2696060882356468
2023-08-31,492,0.051302709645332206,0.025514796376228333,0.0354798287153244,0.00996503233909607,0.13881903148978653
2023-09-15,492,-0.22104213345789941,-0.02510981634259224,0.060595761984586716,0.08570557832717896,0.0266872673642812
2023-09-29,492,-0.20706109264238104,-0.08216123282909393,0.04975290223956108,0.1319141387939453,-0.0033852303920477063
2023-10-13,492,-0.18188421619326475,-0.07784288376569748,0.04988890141248703,0.1277317851781845,-0.07372994915756158
2023-10-27,492,-0.00136932705384196,0.020816072821617126,0.23008909821510315,0.20927302539348602,0.061472809487310445
2023-11-10,492,-0.3082657477901087,0.03412818908691406,0.16960851848125458,0.13548032939434052,0.13831482894545796
2023-11-27,492,-0.1707909541388288,0.0066099390387535095,0.1295173466205597,0.12290740758180618,0.15101883877639996
2023-12-11,492,-0.07902226219479448,-0.09561796486377716,0.022204212844371796,0.11782217770814896,0.21981507938419179
2023-12-26,492,-0.03983482227918291,-0.04071172699332237,0.05014316365122795,0.09085489064455032,0.22722627237839613
